4.62E-05,1.12
4.62E-05,1.12
4.63E-05,1.12
4.63E-05,1.12
4.64E-05,1.12
4.64E-05,1.12
4.64E-05,1.12
4.65E-05,1.12
4.65E-05,1.12
4.66E-05,1.12
4.66E-05,1.12
4.66E-05,1.12
4.67E-05,1.12
4.67E-05,1.12
4.68E-05,1.12
4.68E-05,1.12
4.68E-05,1.12
4.69E-05,1.16
4.69E-05,1.12
4.70E-05,1.12
4.70E-05,1.12
4.70E-05,1.12
4.71E-05,1.12
4.71E-05,1.12
4.72E-05,1.12
4.72E-05,1.08
4.72E-05,1
4.73E-05,0.92
4.73E-05,0.8
4.74E-05,0.72
4.74E-05,0.64
4.74E-05,0.56
4.75E-05,0.6
4.75E-05,0.6
4.76E-05,0.56
4.76E-05,0.6
4.76E-05,0.56
4.77E-05,0.6
4.77E-05,0.56
4.78E-05,0.6
4.78E-05,0.56
4.78E-05,0.6
4.79E-05,0.6
4.79E-05,0.56
4.80E-05,0.6
4.80E-05,0.56
4.80E-05,0.6
4.81E-05,0.56
4.81E-05,0.56
4.82E-05,0.56
4.82E-05,0.56
4.82E-05,0.6
4.83E-05,0.6
4.83E-05,0.56
4.84E-05,0.56
4.84E-05,0.6
4.84E-05,0.6
4.85E-05,0.6
4.85E-05,0.6
4.86E-05,0.56
4.86E-05,0.6
4.86E-05,0.6
4.87E-05,0.56
4.87E-05,0.6
4.88E-05,0.56
4.88E-05,0.6
4.88E-05,0.56
4.89E-05,0.56
4.89E-05,0.56
4.90E-05,0.56
4.90E-05,0.6
4.90E-05,0.56
4.91E-05,0.56
4.91E-05,0.56
4.92E-05,0.56
4.92E-05,0.6
4.92E-05,0.6
4.93E-05,0.56
4.93E-05,0.56
4.94E-05,0.6
4.94E-05,0.6
4.94E-05,0.56
4.95E-05,0.56
4.95E-05,0.56
4.96E-05,0.6
4.96E-05,0.56
4.96E-05,0.56
4.97E-05,0.6
4.97E-05,0.6
4.98E-05,0.56
4.98E-05,0.6
4.98E-05,0.56
4.99E-05,0.56
4.99E-05,0.6
5.00E-05,0.6
5.00E-05,0.6
5.00E-05,0.56
5.01E-05,0.56
5.01E-05,0.56
5.02E-05,0.56
5.02E-05,0.56
5.02E-05,0.56
5.03E-05,0.6
5.03E-05,0.6
5.04E-05,0.6
5.04E-05,0.56
5.04E-05,0.56
5.05E-05,0.56
5.05E-05,0.6
5.06E-05,0.6
5.06E-05,0.6
5.06E-05,0.6
5.07E-05,0.6
5.07E-05,0.6
5.08E-05,0.6
5.08E-05,0.56
5.08E-05,0.56
